Date,Covishield,Covaxin,Sputnik,Corbevax,Covovax,Dose 1,Dose 2,Precaution Dose
2023-01-29,5545165,846203,16846,131623,356,3315817,2853215,371169
2023-01-30,5545165,846203,16846,131623,356,3315817,2853215,371169
2023-01-31,5545280,846213,16846,131623,356,3315840,2853242,371244
2023-02-01,5545325,846213,16846,131623,356,3315848,2853264,371259
2023-02-02,5545365,846213,16846,131623,356,3315852,2853284,371275
2023-02-03,5545439,846239,16846,131623,356,3315861,2853317,371333
2023-02-04,5545572,846261,16846,131623,356,3315871,2853345,371450
2023-02-05,5545572,846261,16846,131623,356,3315871,2853345,371450
2023-02-06,5545572,846261,16846,131623,356,3315871,2853345,371450
2023-02-07,5545578,846266,16846,131623,356,3315871,2853349,371457
2023-02-08,5545628,846275,16846,131623,356,3315877,2853379,371480
2023-02-09,5545679,846282,16846,131623,356,3315883,2853408,371503
2023-02-10,5545730,846285,16846,131623,356,3315889,2853429,371530
2023-02-11,5545782,846304,16846,131623,356,3315906,2853461,371552
2023-02-12,5545783,846304,16846,131623,356,3315906,2853461,371553
2023-02-13,5545851,846304,16846,131623,356,3315911,2853484,371593
2023-02-14,5545902,846304,16846,131623,356,3315917,2853502,371620
2023-02-15,5545962,846305,16846,131623,356,3315922,2853528,371650
2023-02-16,5546005,846305,16846,131623,356,3315928,2853547,371668
2023-02-17,5546049,846314,16846,131623,356,3315932,2853567,371697
2023-02-18,5546104,846324,16846,131623,356,3315939,2853599,371723
2023-02-19,5546106,846324,16846,131623,356,3315939,2853600,371724
2023-02-20,5546154,846328,16846,131623,356,3315943,2853614,371758
2023-02-21,5546188,846328,16846,131623,356,3315946,2853635,371768
2023-02-22,5546210,846328,16846,131623,356,3315946,2853642,371783
2023-02-23,5546253,846329,16846,131623,356,3315952,2853658,371805
2023-02-24,5546291,846348,16846,131623,356,3315959,2853680,371833
2023-02-25,5546338,846383,16846,131623,356,3315973,2853717,371864
2023-02-26,5546352,846383,16846,131623,356,3315974,2853724,371870
2023-02-27,5546381,846384,16846,131623,356,3315978,2853738,371882
2023-02-28,5546420,846384,16846,131623,356,3315983,2853746,371908
2023-03-01,5546459,846384,16846,131623,356,3315985,2853761,371930
2023-03-02,5546496,846393,16846,131623,356,3315991,2853784,371947
2023-03-03,5546524,846393,16846,131623,356,3315994,2853799,371957
2023-03-04,5546562,846404,16846,131623,356,3315999,2853821,371979
2023-03-05,5546564,846404,16846,131623,356,3315999,2853822,371980
2023-03-06,5546615,846404,16846,131623,356,3316007,2853843,372002
2023-03-07,5546634,846411,16846,131623,356,3316007,2853852,372019
2023-03-08,5546658,846415,16846,131623,356,3316008,2853867,372031
2023-03-09,5546680,846417,16846,131623,356,3316009,2853883,372038
2023-03-10,5546709,846426,16846,131623,356,3316013,2853895,372060
2023-03-11,5546738,846427,16846,131623,356,3316015,2853909,372074
2023-03-12,5546742,846427,16846,131623,356,3316016,2853912,372074
2023-03-13,5546774,846434,16846,131623,356,3316019,2853927,372095
2023-03-14,5546774,846434,16846,131623,356,3316019,2853927,372095
2023-03-15,5546837,846435,16846,131623,356,3316024,2853949,372132
